"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030888","regulation of B cell proliferation","14/880","61/18670",6.84965069515335e-07,1.87341883093303e-05,1.593693682611e-05,"TNFRSF13B/FCRL3/MZB1/CTLA4/BTK/CARD11/IKZF3/SASH3/PTPRC/WNT3A/NCKAP1L/INPP5D/IL2/FCGR2B",14
"GO:0034113","heterotypic cell-cell adhesion","14/880","61/18670",6.84965069515335e-07,1.87341883093303e-05,1.593693682611e-05,"ITGAD/TNF/LCK/CD2/ITGA4/PTPRC/CD200R1/SKAP1/ITGAX/ALOX15/ITGB7/MADCAM1/PKP2/ITGB2",14
"GO:0006968","cellular defense response","13/880","53/18670",7.55611654827864e-07,2.05483192304332e-05,1.74801950343938e-05,"FCMR/TRAT1/NCF1/SH2D1A/ITK/CCR9/CCR5/NCR1/CCR6/CD5L/CCR2/KIR3DL2/KLRG1",13
"GO:0050729","positive regulation of inflammatory response","23/880","153/18670",8.13101537565913e-07,2.19860807799783e-05,1.87032805830054e-05,"TLR10/STAP1/TNFSF11/CD28/TNF/BTK/MIR142/LTA/TLR6/CD6/TLR7/GBP5/CCL24/CCR7/IL12B/IL17A/IL2/NOD2/GPSM3/CCR2/TAFA3/PIK3CG/TAC1",23
"GO:0071219","cellular response to molecule of bacterial origin","28/880","212/18670",8.237519636518e-07,2.21482237006718e-05,1.88412135129636e-05,"CXCL13/STAP1/AICDA/CARD17/TNF/CD180/IL24/CSF2/TLR6/CD6/IRF8/LY86/LILRB1/TNIP3/KMO/KLRC4-KLRK1/CCR5/PTPN22/IL12B/STAR/NR1H4/GFI1/NOD2/HAMP/CD86/CXCL11/NLRP7/FCGR2B",28
"GO:0002260","lymphocyte homeostasis","14/880","62/18670",8.46737261692002e-07,2.26383293729901e-05,1.92581402038287e-05,"TNFRSF13B/GAPT/GPR174/TNFRSF17/SIT1/CORO1A/FOXN1/NCKAP1L/FOXP3/CCNB2/IL2/JAK3/P2RX7/DOCK10",14
"GO:0006959","humoral immune response","39/880","356/18670",8.99773972733645e-07,2.3921923666142e-05,2.03500776191332e-05,"PAX5/MS4A1/FCER2/CD19/CR2/CXCL13/IGLL5/POU2AF1/CD28/POU2F2/TNF/AIRE/JCHAIN/LTA/SH2D1A/PTPRC/IFNG/IGLL1/PDCD1/CCR7/C8A/HRG/BPIFB1/MBL2/PGLYRP2/EBI3/CCR6/CR1L/HLA-DQB1/CR1/CD83/CD5L/EXO1/CCR2/CXCL11/PGLYRP4/FCGR2B/CHGA/SEMG2",39
"GO:0000819","sister chromatid segregation","26/880","189/18670",9.22967742864166e-07,2.44022416016143e-05,2.0758678006173e-05,"AURKB/DLGAP5/KIF18B/BUB1/HORMAD2/RMI2/TOP2A/NCAPG/ESCO2/BUB1B/NUF2/CENPF/KIF4A/NUSAP1/HASPIN/NCAPH/KIF14/ESPL1/SGO1/CENPK/KIFC1/NDC80/CENPE/TACC3/STAG3/CDCA5",26
"GO:0032655","regulation of interleukin-12 production","13/880","54/18670",9.52609694678368e-07,2.50467930219577e-05,2.13069897396511e-05,"LTB/TIGIT/IL23R/CCL19/IRF8/CD40LG/LILRB1/SLAMF1/IFNG/CCR7/ACP5/IL12B/JAK3",13
"GO:0002715","regulation of natural killer cell mediated immunity","12/880","46/18670",9.84918046276531e-07,2.57539834188462e-05,2.19085876574872e-05,"NCR3/SLAMF6/SH2D1A/LILRB1/VAV1/RASGRP1/LAG3/KLRC4-KLRK1/CD96/IL12B/CRTAM/NCR1",12
"GO:0050868","negative regulation of T cell activation","19/880","112/18670",1.13526236941025e-06,2.95230252241716e-05,2.51148638064529e-05,"PLA2G2D/TIGIT/CTLA4/LAX1/LILRB1/RUNX3/LAG3/RIPOR2/PTPN22/FOXP3/TBX21/IL2/JAK3/IFNL1/CD86/XCL1/FCGR2B/LGALS9C/TNFAIP8L2",19
"GO:0046629","gamma-delta T cell activation","7/880","14/18670",1.2948391279491e-06,3.34898880973357e-05,2.84894238334796e-05,"GPR18/LILRB1/PTPRC/CCR9/JAML/NCKAP1L/NOD2",7
"GO:0007059","chromosome segregation","36/880","321/18670",1.35721330636766e-06,3.49133952702903e-05,2.97003833643814e-05,"AURKB/DLGAP5/KIF18B/BUB1/MKI67/HORMAD2/MEI1/HJURP/RMI2/TOP2A/NCAPG/ESCO2/BUB1B/BRIP1/NUF2/CENPF/KIF4A/NUSAP1/SKA3/HASPIN/BIRC5/NCAPH/KIF14/ESPL1/SGO1/CENPK/SPC25/SKA1/KIFC1/NDC80/TEX11/CENPE/CDCA2/TACC3/STAG3/CDCA5",36
"GO:0032615","interleukin-12 production","13/880","56/18670",1.48858945269659e-06,3.80870817493713e-05,3.24001982743128e-05,"LTB/TIGIT/IL23R/CCL19/IRF8/CD40LG/LILRB1/SLAMF1/IFNG/CCR7/ACP5/IL12B/JAK3",13
"GO:0002548","monocyte chemotaxis","14/880","65/18670",1.55689932459801e-06,3.96218389612939e-05,3.37057968049759e-05,"TNFSF11/CCL22/CCL19/CCL17/CCL11/XCL2/CCL24/CCL20/PTPRO/XCL1/CCR2/CCL25/CCL7/CALCA",14
"GO:0048285","organelle fission","45/880","449/18670",1.59596449087228e-06,4.03226117257295e-05,3.43019353241295e-05,"MYBL2/CD28/DAZL/AURKB/DLGAP5/KIF18B/BUB1/MKI67/UBE2C/HORMAD2/MEI1/ASPM/DNMT3L/TOP2A/NCAPG/BUB1B/CDC25C/BRIP1/NUF2/CENPF/KIF4A/BRDT/NUSAP1/HASPIN/BIRC5/MYBL1/NCAPH/KIF14/ESPL1/SGO1/CENPK/KIFC1/TPX2/NDC80/TEX11/BRCA2/PKMYT1/CENPE/TACC3/FBXO43/HSPA1B/STAG3/FANCA/CDCA5/NEUROG1",45
"GO:0071887","leukocyte apoptotic process","18/880","104/18670",1.60138130198842e-06,4.03226117257295e-05,3.43019353241295e-05,"CCL19/BTK/AURKB/CD3G/FASLG/LILRB1/IL7R/CD27/PDCD1/CCR7/CCR5/IL2/NOD2/JAK3/P2RX7/DOCK8/PIK3CD/SLC7A11",18
"GO:0002711","positive regulation of T cell mediated immunity","12/880","48/18670",1.61649312690105e-06,4.048889889959e-05,3.4443393717792e-05,"IL23R/CD1A/CD1E/CD1C/IL12RB1/SASH3/PTPRC/IL12B/FOXP3/P2RX7/CD1B/XCL1",12
"GO:0032633","interleukin-4 production","10/880","33/18670",1.76846987285941e-06,4.40636027483661e-05,3.74843490273755e-05,"IRF4/CLECL1/CD28/SASH3/CD40LG/CD3E/ITK/FOXP3/CD83/CD86",10
"GO:0034612","response to tumor necrosis factor","35/880","312/18670",1.88625888026116e-06,4.67536771414733e-05,3.97727612581384e-05,"TCL1A/TNFRSF13B/LTB/AIM2/EDAR/TNFSF11/UBD/CCL22/TNFRSF17/TNF/CCL19/HMHB1/MIR142/LTA/CCL17/TNFRSF18/CD70/CD40LG/TNFSF8/CD27/CCL11/XCL2/AFF3/TNFSF9/CCL24/BIRC3/TNFRSF9/CCL20/NR1H4/HAMP/XCL1/CCL25/PSMA8/HSPA1B/CCL7",35
"GO:0002704","negative regulation of leukocyte mediated immunity","12/880","49/18670",2.04964633319741e-06,5.05402430035569e-05,4.29939449003395e-05,"CD84/LILRB1/IL7R/PTPRC/CD96/FOXP3/TBX21/CR1/JAK3/XCL1/CCR2/FCGR2B",12
"GO:0050707","regulation of cytokine secretion","27/880","210/18670",2.18091018918442e-06,5.34997504656116e-05,4.55115604319223e-05,"TLR10/IL26/AIM2/CARD17/TNF/CCL19/HMHB1/MIR155/TLR6/LILRB1/CD2/IFNG/CD200R1/CD244/RASGRP1/CCR7/PTPN22/FOXP3/CRTAM/IL17A/NR1H4/NOD2/CLEC6A/P2RX7/NLRP7/FCGR2B/LGALS9C",27
"GO:0071216","cellular response to biotic stimulus","29/880","236/18670",2.34662075563651e-06,5.72695803901238e-05,4.87185070239029e-05,"CXCL13/STAP1/AICDA/CARD17/TNF/CD180/BTK/IL24/CSF2/TLR6/CD6/IRF8/LY86/LILRB1/TNIP3/KMO/KLRC4-KLRK1/CCR5/PTPN22/IL12B/STAR/NR1H4/GFI1/NOD2/HAMP/CD86/CXCL11/NLRP7/FCGR2B",29
"GO:0140014","mitotic nuclear division","31/880","264/18670",2.79954413545222e-06,6.79746456153934e-05,5.78251704884491e-05,"MYBL2/CD28/AURKB/DLGAP5/KIF18B/BUB1/MKI67/UBE2C/NCAPG/BUB1B/CDC25C/NUF2/CENPF/KIF4A/NUSAP1/HASPIN/BIRC5/NCAPH/KIF14/ESPL1/SGO1/CENPK/KIFC1/TPX2/NDC80/PKMYT1/CENPE/TACC3/HSPA1B/CDCA5/NEUROG1",31
"GO:0001773","myeloid dendritic cell activation","9/880","28/18670",3.38503991577555e-06,8.17736292343951e-05,6.95637911625582e-05,"UBD/IRF4/CSF2/CAMK4/CD2/DOCK2/SLAMF1/TSPAN32/BATF",9
"GO:0002923","regulation of humoral immune response mediated by circulating immunoglobulin","6/880","11/18670",4.0625336309933e-06,9.76444320701875e-05,8.30648822158439e-05,"FCER2/TNF/LTA/PTPRC/CR1/FCGR2B",6
"GO:0045123","cellular extravasation","13/880","61/18670",4.15718966491957e-06,9.93426175267259e-05,8.4509507085254e-05,"TNF/SELL/ITGA4/RIPOR2/JAML/ITGB7/MADCAM1/SELPLG/CCR2/CCL25/PIK3CG/ITGB2/PIK3CD",13
"GO:0072643","interferon-gamma secretion","8/880","22/18670",4.18102920129635e-06,9.93426175267259e-05,8.4509507085254e-05,"HMHB1/LILRB1/CD2/CD244/RASGRP1/PTPN22/NR1H4/BTN3A1",8
"GO:0071674","mononuclear cell migration","16/880","90/18670",4.19581133071483e-06,9.93426175267259e-05,8.4509507085254e-05,"TNFSF11/CCL22/TNF/CCL19/CCL17/CCL11/XCL2/CCL24/JAML/CCL20/PTPRO/XCL1/CCR2/CCL25/CCL7/CALCA",16
"GO:0071222","cellular response to lipopolysaccharide","26/880","205/18670",4.31623514954526e-06,0.000101687936023197,8.65046398392448e-05,"CXCL13/STAP1/AICDA/CARD17/TNF/CD180/IL24/CSF2/CD6/IRF8/LY86/LILRB1/TNIP3/KMO/KLRC4-KLRK1/CCR5/PTPN22/IL12B/STAR/NR1H4/GFI1/NOD2/HAMP/CD86/CXCL11/NLRP7",26
"GO:0042269","regulation of natural killer cell mediated cytotoxicity","11/880","44/18670",4.39656381606043e-06,0.000102564937257998,8.72506936871435e-05,"NCR3/SLAMF6/SH2D1A/LILRB1/VAV1/RASGRP1/LAG3/KLRC4-KLRK1/IL12B/CRTAM/NCR1",11
"GO:2000404","regulation of T cell migration","11/880","44/18670",4.39656381606043e-06,0.000102564937257998,8.72506936871435e-05,"CXCL13/AIRE/ITGA4/XCL2/CD200R1/RIPOR2/CCL20/CCR6/DOCK8/XCL1/CCR2",11
"GO:0002820","negative regulation of adaptive immune response","11/880","45/18670",5.57297854156429e-06,0.00012762943785187,0.00010857274703405,"LILRB1/IL7R/PTPRC/FOXP3/ALOX15/TBX21/IL2/CR1/JAK3/XCL1/FCGR2B",11
"GO:0002714","positive regulation of B cell mediated immunity","10/880","37/18670",5.60507512314369e-06,0.00012762943785187,0.00010857274703405,"FCER2/CD28/TNF/C17orf99/BTK/LTA/PTPRC/TBX21/IL2/XCL1",10
"GO:0002891","positive regulation of immunoglobulin mediated immune response","10/880","37/18670",5.60507512314369e-06,0.00012762943785187,0.00010857274703405,"FCER2/CD28/TNF/C17orf99/BTK/LTA/PTPRC/TBX21/IL2/XCL1",10
"GO:0043029","T cell homeostasis","10/880","37/18670",5.60507512314369e-06,0.00012762943785187,0.00010857274703405,"GPR174/SIT1/CORO1A/FOXN1/NCKAP1L/FOXP3/CCNB2/IL2/JAK3/P2RX7",10
"GO:0045730","respiratory burst","10/880","37/18670",5.60507512314369e-06,0.00012762943785187,0.00010857274703405,"CD52/JCHAIN/NCF1C/NCF1/NCF1B/RAC2/NCF4/CYBB/PIK3CG/PIK3CD",10
"GO:0002637","regulation of immunoglobulin production","13/880","63/18670",6.07380128670524e-06,0.000137643906302049,0.000117091928564754,"FCRL3/MZB1/CD28/TNF/C17orf99/SASH3/CD40LG/PTPRC/FOXP3/TBX21/IL2/XCL1/FCGR2B",13
"GO:0032743","positive regulation of interleukin-2 production","9/880","30/18670",6.43979994025335e-06,0.000144561358092763,0.000122976517230459,"IRF4/CD28/CARD11/SASH3/CD3E/PTPRC/CD83/CD86/CCR2",9
"GO:0045954","positive regulation of natural killer cell mediated cytotoxicity","9/880","30/18670",6.43979994025335e-06,0.000144561358092763,0.000122976517230459,"NCR3/SLAMF6/SH2D1A/VAV1/RASGRP1/LAG3/KLRC4-KLRK1/IL12B/CRTAM",9
"GO:0032620","interleukin-17 production","10/880","38/18670",7.28753568707298e-06,0.0001628233912431,0.000138511797640142,"IL23R/SLAMF6/LY9/IFNG/IL12B/NCKAP1L/FOXP3/IL2/NR1H4/NOD2",10
"GO:0034341","response to interferon-gamma","25/880","199/18670",7.77411461982579e-06,0.000172883231195098,0.000147069576133055,"UBD/IRF4/IL23R/CCL22/CCL19/CCL17/IL12RB1/IRF8/CCL11/XCL2/IFNG/TXK/GBP5/WAS/CCL24/HLA-DQA1/CIITA/IL12B/CCL20/STAR/HLA-DQB1/XCL1/CCL25/HLA-DPB1/CCL7",25
"GO:0071356","cellular response to tumor necrosis factor","32/880","291/18670",7.82475734721784e-06,0.000173200094025161,0.000147339127331211,"TCL1A/TNFRSF13B/LTB/AIM2/EDAR/TNFSF11/CCL22/TNFRSF17/TNF/CCL19/HMHB1/LTA/CCL17/TNFRSF18/CD70/CD40LG/TNFSF8/CD27/CCL11/XCL2/TNFSF9/CCL24/BIRC3/TNFRSF9/CCL20/NR1H4/HAMP/XCL1/CCL25/PSMA8/HSPA1B/CCL7",32
"GO:0002700","regulation of production of molecular mediator of immune response","20/880","139/18670",8.25162581235335e-06,0.000181803181671248,0.000154657665079488,"FCRL3/MZB1/CD28/TNF/C17orf99/BTK/SASH3/CD40LG/LILRB1/PTPRC/CD244/CD96/FOXP3/TBX21/IL2/NOD2/JAK3/XCL1/CCR2/FCGR2B",20
"GO:0000070","mitotic sister chromatid segregation","21/880","151/18670",8.49839859473715e-06,0.000186377322176747,0.000158548828500408,"AURKB/DLGAP5/KIF18B/BUB1/NCAPG/BUB1B/NUF2/CENPF/KIF4A/NUSAP1/HASPIN/NCAPH/KIF14/ESPL1/SGO1/CENPK/KIFC1/NDC80/CENPE/TACC3/CDCA5",21
"GO:0002687","positive regulation of leukocyte migration","19/880","128/18670",8.72734826508755e-06,0.000190358290671486,0.000161935388001136,"CXCL13/TNF/CCL19/TNFRSF18/RAC2/ITGA4/XCL2/CCL24/RIPOR2/CCR7/NCKAP1L/CCL20/MADCAM1/CCR6/GPSM3/DOCK8/XCL1/CCR2/CCL7",19
"GO:2000107","negative regulation of leukocyte apoptotic process","11/880","47/18670",8.77147546491116e-06,0.000190358290671486,0.000161935388001136,"CCL19/AURKB/LILRB1/IL7R/CD27/CCR7/CCR5/IL2/NOD2/JAK3/DOCK8",11
"GO:0002861","regulation of inflammatory response to antigenic stimulus","8/880","24/18670",8.83992062164286e-06,0.000190358290671486,0.000161935388001136,"CD28/TNF/BTK/LTA/NLRP6/CCR7/IL12B/FCGR2B",8
"GO:0050857","positive regulation of antigen receptor-mediated signaling pathway","8/880","24/18670",8.83992062164286e-06,0.000190358290671486,0.000161935388001136,"STAP1/PRKCB/KCNN4/TRAT1/LCK/TESPA1/PTPRC/CCR7",8
"GO:0019932","second-messenger-mediated signaling","42/880","439/18670",1.12085339955651e-05,0.000240276636418443,0.000204400292778299,"PTH/P2RX5/CXCR5/TNFSF11/MC4R/CCR4/TNF/NPPC/ADGRG5/BTK/ADGRE3/TRAT1/CXCR3/CD3E/CXCR4/ZAP70/PTPRC/CCR9/GPR65/LAT2/ADCY8/P2RX2/CCR7/CCR5/GUCY2F/GCGR/SLA2/CCL20/CCR6/UCN2/PDE3B/P2RX7/ADCY7/CHP2/CCR8/CCR2/PLEK/CXCL11/S1PR4/CHGA/HTR5A/CALCA",42
"GO:0045589","regulation of regulatory T cell differentiation","9/880","32/18670",1.159596948605e-05,0.000247467348807677,0.000210517340775777,"CTLA4/CD28/TNFRSF18/IFNG/LAG3/FOXP3/IL2/CR1/FANCA",9
"GO:0002823","negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","10/880","40/18670",1.19937764279224e-05,0.000254814205448584,0.000216767218711418,"LILRB1/IL7R/PTPRC/FOXP3/TBX21/IL2/CR1/JAK3/XCL1/FCGR2B",10
"GO:0050901","leukocyte tethering or rolling","8/880","25/18670",1.24644675180112e-05,0.000263637337414291,0.000224272945376708,"TNF/SELL/ITGA4/ITGB7/MADCAM1/SELPLG/CCR2/CCL25",8
"GO:0002698","negative regulation of immune effector process","18/880","120/18670",1.28994093211592e-05,0.000271629597165472,0.000231071859567668,"FCRL3/TNF/CD84/LILRB1/IL7R/PTPRC/CD96/FOXP3/PGLYRP2/TBX21/IL2/CR1/JAK3/IFNL1/XCL1/CCR2/PGLYRP4/FCGR2B",18
"GO:0071346","cellular response to interferon-gamma","23/880","180/18670",1.3434505931199e-05,0.000281651161791083,0.000239597077724977,"IRF4/CCL22/CCL19/CCL17/IL12RB1/IRF8/CCL11/XCL2/IFNG/TXK/GBP5/WAS/CCL24/HLA-DQA1/CIITA/IL12B/CCL20/STAR/HLA-DQB1/XCL1/CCL25/HLA-DPB1/CCL7",23
"GO:0045086","positive regulation of interleukin-2 biosynthetic process","6/880","13/18670",1.39077669544735e-05,0.000289026475704538,0.000245871163902114,"IRF4/CD28/CARD11/CD3E/PTPRC/CD86",6
"GO:1902713","regulation of interferon-gamma secretion","6/880","13/18670",1.39077669544735e-05,0.000289026475704538,0.000245871163902114,"HMHB1/CD2/CD244/RASGRP1/PTPN22/NR1H4",6
"GO:0022408","negative regulation of cell-cell adhesion","23/880","181/18670",1.47185610285611e-05,0.000304546225804009,0.000259073618836823,"PLA2G2D/TIGIT/CTLA4/LAX1/LILRB1/TNR/WNT1/RUNX3/LAG3/RIPOR2/PTPN22/FOXP3/TBX21/IL2/ADTRP/JAK3/IFNL1/CD86/XCL1/CCL25/FCGR2B/LGALS9C/TNFAIP8L2",23
"GO:0002717","positive regulation of natural killer cell mediated immunity","9/880","33/18670",1.52812818409964e-05,0.000314820867018624,0.000267814126044531,"NCR3/SLAMF6/SH2D1A/VAV1/RASGRP1/LAG3/KLRC4-KLRK1/IL12B/CRTAM",9
"GO:0002710","negative regulation of T cell mediated immunity","7/880","19/18670",1.54450959212989e-05,0.000316824187454575,0.00026951832537802,"LILRB1/IL7R/PTPRC/FOXP3/TBX21/XCL1/FCGR2B",7
"GO:0098813","nuclear chromosome segregation","29/880","262/18670",1.8201796860342e-05,0.00037176974788999,0.000316259818047777,"AURKB/DLGAP5/KIF18B/BUB1/HORMAD2/MEI1/RMI2/TOP2A/NCAPG/ESCO2/BUB1B/BRIP1/NUF2/CENPF/KIF4A/NUSAP1/HASPIN/NCAPH/KIF14/ESPL1/SGO1/CENPK/KIFC1/NDC80/TEX11/CENPE/TACC3/STAG3/CDCA5",29
"GO:0097028","dendritic cell differentiation","10/880","42/18670",1.91107501743699e-05,0.000388666923418061,0.000330634031356844,"UBD/IRF4/CCL19/CSF2/CAMK4/LILRB1/FLT3/CCR7/BATF/FCGR2B",10
"GO:0050864","regulation of B cell activation","23/880","184/18670",1.92637592703559e-05,0.000390111618585633,0.000331863015246535,"CD19/IGLL5/TNFRSF13B/FCRL3/MZB1/CTLA4/CD28/BTK/CARD11/IKZF3/SASH3/PTPRC/CD27/IGLL1/WNT3A/SLA2/NCKAP1L/FOXP3/INPP5D/TBX21/IL2/NOD2/FCGR2B",23
"GO:0032660","regulation of interleukin-17 production","9/880","34/18670",1.99185465441854e-05,0.000401662555100755,0.000341689250708907,"IL23R/SLAMF6/LY9/IFNG/IL12B/NCKAP1L/FOXP3/IL2/NOD2",9
"GO:0050766","positive regulation of phagocytosis","13/880","70/18670",2.02978362524282e-05,0.000407583977743907,0.000346726529988181,"STAP1/SIRPG/TNF/IL2RG/PTPRC/DOCK2/IFNG/IL2RB/NCKAP1L/MBL2/AHSG/FCGR2B/SIRPB1",13
"GO:0002577","regulation of antigen processing and presentation","7/880","20/18670",2.27968109859425e-05,0.000455840434798741,0.000387777687093918,"HLA-DOB/CCL19/WAS/CCR7/HLA-DOA/NOD2/FCGR2B",7
"GO:0032673","regulation of interleukin-4 production","8/880","27/18670",2.35225783268387e-05,0.000466433126072606,0.000396788755460622,"IRF4/CD28/SASH3/CD40LG/CD3E/FOXP3/CD83/CD86",8
"GO:0036336","dendritic cell migration","8/880","27/18670",2.35225783268387e-05,0.000466433126072606,0.000396788755460622,"CCL19/CXCR4/CCR7/CCR5/CCR6/DOCK8/CCR2/PIK3CG",8
"GO:0002701","negative regulation of production of molecular mediator of immune response","9/880","35/18670",2.56992403489247e-05,0.00050748002000221,0.000431706828486413,"FCRL3/TNF/LILRB1/CD96/FOXP3/TBX21/JAK3/XCL1/FCGR2B",9
"GO:0002562","somatic diversification of immune receptors via germline recombination within a single locus","12/880","62/18670",2.72949356119446e-05,0.000534553903610058,0.000454738238525184,"AICDA/CD28/CD40LG/PTPRC/BATF/BCL11B/FOXP3/TBX21/CCR6/IL2/TCF7/EXO1",12
"GO:0016444","somatic cell DNA recombination","12/880","62/18670",2.72949356119446e-05,0.000534553903610058,0.000454738238525184,"AICDA/CD28/CD40LG/PTPRC/BATF/BCL11B/FOXP3/TBX21/CCR6/IL2/TCF7/EXO1",12
"GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","21/880","163/18670",2.77759837547294e-05,0.000541745519216217,0.000460856054877865,"GPR18/CCL19/SASH3/LILRA4/LILRB1/CD2/PTPRC/SLAMF1/IFNG/RASGRP1/PTPN22/ACP5/IL12B/FOXP3/NLRC3/NR1H4/NOD2/CYBB/CD86/CCR2/CARD9",21
"GO:0070374","positive regulation of ERK1 and ERK2 cascade","25/880","215/18670",2.96839768358476e-05,0.000576596105150198,0.000490503007134993,"IL26/APELA/TNFSF11/CCL22/TNF/CCL19/SCIMP/CCL17/PTPRC/SLAMF1/CCL11/XCL2/FLT3/GPR55/CCL24/FGF23/RASGRP1/CCR7/PTPN22/CCL20/ALOX15/NOD2/XCL1/CCL25/CCL7",25
"GO:0010818","T cell chemotaxis","8/880","28/18670",3.15775936912639e-05,0.000610885237303759,0.000519672337768938,"CXCL13/CXCR3/XCL2/XCL1/CCR2/CXCL11/PIK3CG/PIK3CD",8
"GO:0032945","negative regulation of mononuclear cell proliferation","13/880","73/18670",3.23757463596451e-05,0.000621274906957867,0.000528510698213901,"PLA2G2D/TNFRSF13B/CTLA4/BTK/LILRB1/FOXP3/INPP5D/IL2/LST1/CD86/XCL1/FCGR2B/LGALS9C",13
"GO:0050672","negative regulation of lymphocyte proliferation","13/880","73/18670",3.23757463596451e-05,0.000621274906957867,0.000528510698213901,"PLA2G2D/TNFRSF13B/CTLA4/BTK/LILRB1/FOXP3/INPP5D/IL2/LST1/CD86/XCL1/FCGR2B/LGALS9C",13
"GO:0001779","natural killer cell differentiation","7/880","21/18670",3.28076450498389e-05,0.000624526331168733,0.000531276643628128,"PTPRC/RASGRP1/ZNF683/PGLYRP2/TOX/PGLYRP4/PIK3CD",7
"GO:0035590","purinergic nucleotide receptor signaling pathway","7/880","21/18670",3.28076450498389e-05,0.000624526331168733,0.000531276643628128,"P2RX5/P2RY10/GPR87/GPR171/P2RX2/P2RY13/P2RX7",7
"GO:0019722","calcium-mediated signaling","25/880","218/18670",3.7479189832448e-05,0.00071061141200247,0.000604508132084693,"P2RX5/CXCR5/TNFSF11/CCR4/TNF/BTK/TRAT1/CXCR3/CD3E/CXCR4/ZAP70/PTPRC/CCR9/LAT2/P2RX2/CCR7/CCR5/SLA2/CCL20/CCR6/P2RX7/CHP2/CCR8/CCR2/PLEK",25
"GO:0045670","regulation of osteoclast differentiation","12/880","64/18670",3.80554052219505e-05,0.00071867330734628,0.000611366284392739,"TNFSF11/IL23R/TNF/CAMK4/LILRB1/IFNG/POU4F1/GPR55/IL12B/IL17A/INPP5D/CARTPT",12
"GO:0048872","homeostasis of number of cells","27/880","246/18670",4.0608432299589e-05,0.000763855847089898,0.000649802498956602,"PTH/TNFRSF13B/GAPT/CCR4/GPR174/TNFRSF17/SIT1/CARD11/CORO1A/SASH3/IKZF1/IL7R/FLT3/CCR7/FOXN1/NCKAP1L/FOXP3/INPP5D/CCNB2/IL2/JAK3/P2RX7/CCR2/DOCK10/HSPA1B/PIK3CD/SLC7A11",27
"GO:2000403","positive regulation of lymphocyte migration","9/880","37/18670",4.15973686796243e-05,0.000779377470654851,0.00066300654762468,"CXCL13/ITGA4/XCL2/CCL20/MADCAM1/DOCK8/XCL1/CCR2/CCL7",9
"GO:0050855","regulation of B cell receptor signaling pathway","8/880","29/18670",4.18152379372917e-05,0.000780387126837535,0.000663865449357374,"PAX5/CD19/STAP1/BLK/FCRL3/PRKCB/PTPN22/FCGR2B",8
"GO:0002200","somatic diversification of immune receptors","13/880","75/18670",4.35521494860511e-05,0.000806477351766993,0.000686060073411233,"AICDA/CD28/POLQ/CD40LG/PTPRC/BATF/BCL11B/FOXP3/TBX21/CCR6/IL2/TCF7/EXO1",13
"GO:0150076","neuroinflammatory response","13/880","75/18670",4.35521494860511e-05,0.000806477351766993,0.000686060073411233,"STAP1/TNF/MIR142/TLR6/TLR7/PTPRC/IFNG/CD200R1/ADCY8/TAFA3/ITGB2/CST7/MMP3",13
"GO:0071706","tumor necrosis factor superfamily cytokine production","21/880","168/18670",4.37410270554861e-05,0.000806835456422706,0.000686364708508362,"GPR18/CCL19/SASH3/LILRA4/LILRB1/CD2/PTPRC/SLAMF1/IFNG/RASGRP1/PTPN22/ACP5/IL12B/FOXP3/NLRC3/NR1H4/NOD2/CYBB/CD86/CCR2/CARD9",21
"GO:0002437","inflammatory response to antigenic stimulus","10/880","46/18670",4.46169045891071e-05,0.00081919000928667,0.000696874570225176,"CD28/TNF/BTK/LTA/CD6/NLRP6/RASGRP1/CCR7/IL12B/FCGR2B",10
"GO:0007162","negative regulation of cell adhesion","30/880","289/18670",4.47550751028649e-05,0.00081919000928667,0.000696874570225176,"PLA2G2D/TIGIT/CTLA4/LAX1/ADAMDEC1/LILRB1/TNR/PTPRC/WNT1/RUNX3/LAG3/RIPOR2/PTPN22/HRG/FOXP3/TBX21/IL2/ADTRP/PDE3B/KNG1/JAK3/IFNL1/DACT2/CD86/PTPRO/XCL1/CCL25/FCGR2B/LGALS9C/TNFAIP8L2",30
"GO:0001768","establishment of T cell polarity","5/880","10/18670",4.75387660389327e-05,0.000866808381529811,0.000737382916659548,"CCL19/DOCK2/RIPOR2/CCR7/DOCK8",5
"GO:0050728","negative regulation of inflammatory response","21/880","169/18670",4.77771649254658e-05,0.000867830259085083,0.000738252214959186,"IL22RA2/MIR205/CNR2/PBK/PTPRC/CD200R1/NLRP6/ACP5/IL12B/FOXP3/SIGLEC10/NLRC3/IL2/NR1H4/ADCY7/NLRP7/TAFA3/FCGR2B/TNFAIP8L2/CST7/CYP19A1",21
"GO:0002707","negative regulation of lymphocyte mediated immunity","9/880","38/18670",5.22452478842096e-05,0.000945380740231762,0.000804223427507184,"LILRB1/IL7R/PTPRC/CD96/FOXP3/TBX21/CR1/XCL1/FCGR2B",9
"GO:0050764","regulation of phagocytosis","15/880","98/18670",5.25497644896919e-05,0.000947289125781985,0.000805846866935228,"STAP1/SIRPG/TNF/IL2RG/PTPRC/DOCK2/IFNG/IL2RB/NCKAP1L/ALOX15/MBL2/PRKCG/AHSG/FCGR2B/SIRPB1",15
